X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
444;SHDI_300;+;no;12_46;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.188031945;0.283538435;187;0.188031945;0.188031945;187;si;0.190296196;0.005434783;0.188031945;0.190296196;0.005434783;invertebrate
445;COH_100;+;no;12_4;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.016980261;-0.087219842;187;-0.016980261;0.016980261;187;NA;-0.016981893;0.005434783;-0.016980261;-0.016981893;0.005434783;invertebrate
446;COH_200;+;no;12_5;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.16369054;0.018988767;187;-0.16369054;0.16369054;187;NA;-0.165176511;0.005434783;-0.16369054;-0.165176511;0.005434783;invertebrate
447;COH_300;+;no;12_12;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.104945893;-0.01754374;187;-0.104945893;0.104945893;187;NA;-0.105333738;0.005434783;-0.104945893;-0.105333738;0.005434783;invertebrate
448;FRAC_100;+;no;12_14;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.08774193;-0.041785228;187;-0.08774193;0.08774193;187;NA;-0.087968141;0.005434783;-0.08774193;-0.087968141;0.005434783;invertebrate
449;FRAC_200;+;no;12_17;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.04104091;0.131577588;187;0.04104091;0.04104091;187;NA;0.041063976;0.005434783;0.04104091;0.041063976;0.005434783;invertebrate
450;FRAC_300;+;no;12_24;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.095010085;0.041055064;187;0.095010085;0.095010085;187;NA;0.095297526;0.005434783;0.095010085;0.095297526;0.005434783;invertebrate
451;NP_100;+;no;12_28;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.065968547;-0.102713045;187;-0.065968547;0.065968547;187;NA;-0.066064493;0.005434783;-0.065968547;-0.066064493;0.005434783;invertebrate
452;NP_200;+;no;12_32;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.148770713;-0.229589748;187;-0.148770713;0.148770713;187;NA;-0.14988309;0.005434783;-0.148770713;-0.14988309;0.005434783;invertebrate
453;NP_300;+;no;12_34;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.222247831;-0.209149081;187;-0.222247831;0.222247831;187;NA;-0.226019501;0.005434783;-0.222247831;-0.226019501;0.005434783;invertebrate
454;SHDI_100;+;no;12_40;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.1214217;0.118064278;187;0.1214217;0.1214217;187;NA;0.122023751;0.005434783;0.1214217;0.122023751;0.005434783;invertebrate
455;SHDI_200;+;no;12_43;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.107815122;0.091759923;187;0.107815122;0.107815122;187;NA;0.108235811;0.005434783;0.107815122;0.108235811;0.005434783;invertebrate
456;SHDI_300;+;no;12_48;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;predator;Predators;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.300262143;0.250055126;187;0.300262143;0.300262143;187;NA;0.309807698;0.005434783;0.300262143;0.309807698;0.005434783;invertebrate
